Hotel_Name,Property Description,Hotel Website,Country,Address,Hotel star rating,Ocean View,City View,Family Rooms,Smoking Rooms Available,Non-Smoking Rooms Available,Suites,Free Parking,Free Internet,Pool,Fitness Centre/Gym,Bar/Lounge,Play Area,Pets Allowed,Cab Services
Mercure Paris Alesia,"Mercure Paris Alesia is a modern hotel located in the Alesia neighborhood of Paris. It offers comfortable rooms, a fitness center, and a restaurant. The hotel's central location provides easy access to cultural attractions, shopping districts, and transportation links. With its convenient amenities and contemporary design, Mercure Paris Alesia offers a pleasant stay for guests visiting Paris for business or leisure.",https://all.accor.com/hotel/0374/index.en.shtml,France,"185 Boulevard Brune, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Courthouse Hotel London,"Courthouse Hotel London is a luxury hotel located in the vibrant neighborhood of Soho. It offers stylish rooms, a rooftop terrace with panoramic views, and multiple dining options. The hotel's central location provides easy access to cultural attractions, shopping districts, and entertainment venues. With its upscale amenities and trendy ambiance, Courthouse Hotel London offers a sophisticated and memorable stay for guests seeking a luxurious experience in the heart of London.",https://www.courthouse-hotel.com/,UK,"19-21 Great Marlborough St, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Best Western The Boltons Hotel London Kensington,"Best Western The Boltons Hotel is a boutique hotel located in the Kensington neighborhood of London. It offers comfortable rooms, a breakfast room, and a cozy lounge area. The hotel's central location provides easy access to cultural attractions, shopping districts, and transportation links. With its convenient amenities and warm hospitality, Best Western The Boltons Hotel offers a pleasant and convenient stay for guests exploring the vibrant atmosphere of London.",https://www.boltonshotel.co.uk/,UK,"19-21 Penywern Rd, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Radisson Blu Edwardian Sussex,"Radisson Blu Edwardian Sussex is a modern hotel located in the Marble Arch neighborhood of London. It offers comfortable rooms, a fitness center, and a restaurant. The hotel's central location provides easy access to cultural attractions, shopping districts, and transportation links. With its convenient amenities and contemporary design, Radisson Blu Edwardian Sussex offers a pleasant stay for guests visiting London for business or leisure.",https://www.radissonhotels.com/en-us/hotels/radisson-blu-sussex-london,UK,"19-25 Granville Pl, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Hotel The Peninsula Paris,"Hotel The Peninsula Paris is a luxury hotel located near the Arc de Triomphe in Paris. It offerselegant and spacious rooms, a rooftop terrace with panoramic views, and multiple dining options. The hotel's central location provides easy access to cultural attractions, luxury shopping, and dining options. With its upscale amenities and impeccable service, Hotel The Peninsula Paris offers a luxurious and unforgettable stay for guests seeking an extraordinary experience in the heart of Paris.",https://www.peninsula.com/en/paris/5-star-luxury-hotel-near-arc-de-triomphe,France,"19 Avenue Kléber, Paris",5,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
Le Narcisse Blanc Spa,"A luxurious spa hotel in Paris offering a tranquil retreat with elegant rooms, a spa, and a gourmet restaurant.",https://www.lenarcisseblanc.com/,France,"19 Boulevard de la Tour-Maubourg, Paris",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
The Pillar Hotel,"A charming boutique hotel located in London, offering comfortable accommodations, personalized service, and a cozy atmosphere.",https://www.thepillarhotel.com/,UK,"19 Brent St, London",3,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Crowne Plaza London The City,"An upscale hotel situated in the heart of London, offering stylish rooms, modern amenities, and convenient access to popular attractions.",https://www.ihg.com/crowneplaza/hotels/gb/en/london/loncy/hoteldetail,UK,"19 New Bridge St, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Les Dames du Panth on,"A charming hotel near the Panthéon in Paris, known for its unique design, cozy rooms, and a warm ambiance.",https://www.hotellesdamesdupantheon.com/,France,"19 Place du Panthéon, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Victor Hugo Paris Kl ber,"An elegant hotel located in Paris' prestigious Kléber area, featuring tastefully decorated rooms, a refined restaurant, and a welcoming atmosphere.",https://www.hotelvictorhugoparis.com,France,"19 Rue Copernic, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Grand Hotel Saint Michel,"A stylish hotel with a rooftop terrace in Paris, offering comfortable accommodations, stunning views of the city, and a prime location near Notre-Dame Cathedral.",https://www.hotel-saintmichel-paris.com/,France,"19 Rue Cujas, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Maison Ath n e,"A boutique hotel in Paris' 9th arrondissement, known for its chic design, personalized service, and a charming atmosphere.",https://www.maisonathenee.com/,France,"19 Rue de Caumartin, Paris",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Relais Du Louvre,"A cozy hotel overlooking the Louvre Museum, offering comfortable rooms, a peaceful courtyard, and a prime location in the heart of Paris.",https://www.relaisdulouvre.com/,France,"19 Rue des Prêtres Saint-Germain l'Auxerrois, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Pullman Paris Montparnasse,"A modern hotel in the Montparnasse district of Paris, featuring contemporary rooms, a fitness center, and easy access to major attractions.",https://all.accor.com/hotel/7222/index.en.shtml,France,"19 Rue du Commandant René Mouchotte, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Best Western Ducs de Bourgogne,"A classic hotel near the Louvre in Paris, offering comfortable accommodations, a cozy lounge, and a central location for exploring the city.",https://www.bestwestern.fr/en/hotel-paris-1er-Best-Western-Ducs-de-Bourgogne-93502,France,"19 Rue du Pont-Neuf, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Best Western Premier Op ra Opal,"A contemporary hotel near Opéra Garnier in Paris, featuring stylish rooms, a fitness center, and a convenient location for shopping and dining.",https://www.bestwestern.fr/en/hotel-paris-2eme-Best-Western-Premier-Opera-Opal-93611,France,"19 Rue Tronchet, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Amarante Champs Elys es,"A luxury hotel located on the famous Champs-Élysées avenue, offering elegant rooms, a sophisticated bar, and a prime location for shopping and entertainment.",https://www.amarantechampselysees.com/,France,"19 Rue Vernet, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
The Gore Hotel Starhotels Collezione,"A boutique hotel in Kensington, London, known for its eclectic decor, stylish rooms, and a vibrant bar serving classic cocktails.",https://www.starhotelscollezione.com/,UK,"190 Queen's Gate, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
The Hoxton Holborn,"A trendy hotel with chic rooms in central London, offering a vibrant atmosphere, stylish design, and a popular rooftop restaurant.",https://thehoxton.com/london/holborn,UK,"199-206 High Holborn, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Mercure London Kensington Hotel,"A modern hotel in the Kensington neighborhood, featuring comfortable rooms, a fitness center, and easy access to Kensington Palace and other attractions.",https://all.accor.com/hotel/8067/index.en.shtml,UK,"1a Lexham Gardens, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Royal Garden Hotel,"An upscale hotel with panoramic views of London, offering luxurious accommodations, award-winning dining options, and a prime location near Kensington Gardens.",https://www.royalgardenhotel.co.uk/,UK,"2-24 Kensington High St, London",5,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Boundary Rooms Suites,"A boutique hotel in London featuring stylish rooms and suites, a rooftop restaurant, and a unique design that blends contemporary and classic elements.",https://www.theboundary.co.uk/,UK,"2-4 Boundary St, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Hotel Ad le Jules,"A contemporary hotel near the River Thames in London, offering modern rooms, a rooftop bar, and convenient access to popular attractions like the Tate Modern.",https://www.hoteladelejules.com/,France,"2-6 Cité Rougemont, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Grange White Hall Hotel,"A charming hotel located in central London, offering comfortable rooms, a tranquil garden, and a convenient location near British Museum and Covent Garden.",https://www.grangehotels.com/hotels-london/grange-white-hall/,UK,"2-5 Montague St, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hilton London Bankside,"A contemporary hotel in the heart of London, featuring stylish rooms, a rooftop bar, a fitness center, and easy access to popular attractions and the River Thames.",https://www.hilton.com/en/hotels/lonbkdi-hilton-london-bankside/,UK,"2-8 Great Suffolk St, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
DoubleTree by Hilton London Ealing,"A modern hotel in West London, offering comfortable accommodations, a fitness center, and convenient access to Ealing Broadway shopping and transport links.",https://www.hilton.com/en/hotels/lonelin-doubletree-london-ealing/,UK,"2-8 Hanger Ln, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Molitor Paris MGallery by Sofitel,"A luxurious hotel in Paris, known for its unique heritage and a beautiful outdoor pool, offering elegant rooms, a spa, and a vibrant rooftop terrace.",https://all.accor.com/hotel/A9B5/index.en.shtml,France,"2 Avenue de la Porte Molitor, Paris",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
First Hotel Paris Tour Eiffel,"A boutique hotel in Paris, offering comfortable rooms, a cozy lounge, and a prime location near the Eiffel Tower, Trocadéro, and other popular attractions.",https://www.firsthotels.com/hotels/france/paris/first-hotel-paris-tour-eiffel/,France,"2 Boulevard de Grenelle, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
DoubleTree by Hilton London Victoria,"A modern hotel near Victoria Station in London, offering stylish rooms, a fitness center, and easy access to major attractions and transportation links.",https://www.hilton.com/en/hotels/lonvcdi-doubletree-london-victoria/,UK,"2 Bridge Pl, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
St Ermin s Hotel Autograph Collection,"A historic hotel in London, featuring elegant rooms, a beautiful courtyard garden, and a prime location near Westminster Abbey and Buckingham Palace.",https://www.marriott.com/hotels/travel/lonak-st-ermins-hotel-autograph-collection/,UK,"2 Caxton St, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Montagu Place Hotel,"A boutique hotel in London, offering stylish rooms, personalized service, and a peaceful atmosphere, conveniently located near Oxford Street and Hyde Park.",https://www.montagu-place.co.uk/,UK,"2 Montagu Pl, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Hotel Regina,"A classic hotel in Paris, known for its elegant Belle Époque style, offering comfortable rooms, a gourmet restaurant, and a central location near the Louvre Museum.",https://www.regina-hotel.com/,France,"2 Place des Pyramides, Paris",5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Mercure Paris Gare De Lyon TGV,"A modern hotel near Gare de Lyon in Paris, offering comfortable accommodations, a fitness center, and convenient access to transportation links and attractions.",https://all.accor.com/hotel/2175/index.en.shtml,France,"2 Place Louis Armand, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Villa Montparnasse,"A charming hotel in Paris' Montparnasse neighborhood, featuring cozy rooms, a peaceful garden, and a convenient location near Montparnasse Tower and restaurants.",https://www.villa-montparnasse.com/,France,"2 Rue Boulard, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
